2017-09-30 11:30:41.993 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 11:34:31.054 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 16:05:57.756 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEGfAf8A5cRuWqn9ufg0QwOXHi6YypczW3e_uAMjxN8ne0_cuV1EG1xNSLtVME_DnACeFojuHDzt9fAPnTfnqP4i3h6iZZj39zaUF44u1BjUr5oaY5jlgkvgTPyWM4cBM3KrVZpAWwbI--oI3dKy1-2c4xN3Q1SyE2cX1liA4l8Hg
2017-09-30 16:11:04.159 +02:00 [Information] Path /api/campus/list
2017-09-30 16:11:48.985 +02:00 [Information] Path /api/project/add
2017-09-30 16:11:50.453 +02:00 [Information] Path /api/project/current/list
2017-09-30 16:12:01.121 +02:00 [Information] Path /api/campus/list
2017-09-30 18:49:02.014 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 18:50:58.704 +02:00 [Information] Path /
2017-09-30 18:50:58.737 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEwAH06lMSIwHpwz1aZUyGeXlJXf990G9U-tCnDJfr389R7NTm9Ym7n_ThPGi00Qr-AOTD7QubIUFM6IV5Ld4-h1MnekCUpyKNsF3uLFkR4jO0XpuaoRxUo8kF9_GWsc8E-haJxMzbR9X9ScksAdEKNI4M2lUPhz_UhTW60SFfoww
2017-09-30 18:52:40.377 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 18:52:50.365 +02:00 [Information] Path /api/user/logout
2017-09-30 18:52:50.764 +02:00 [Information] Kilepes: True
2017-09-30 18:52:50.881 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 18:52:59.119 +02:00 [Information] Path /api/user/login
2017-09-30 18:53:00.035 +02:00 [Information] Belepes: False
2017-09-30 18:53:00.150 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 18:54:07.217 +02:00 [Information] Path /api/project/current/list
2017-09-30 18:54:09.723 +02:00 [Information] Path /api/campus/list
2017-09-30 19:05:33.126 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 19:06:15.339 +02:00 [Information] Path /campus
2017-09-30 19:08:26.111 +02:00 [Information] Path /api/campus/list
2017-09-30 19:10:07.762 +02:00 [Information] Path /api/user/logout
2017-09-30 19:10:08.316 +02:00 [Information] Kilepes: True
2017-09-30 19:10:08.462 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 19:10:20.598 +02:00 [Information] Path /api/user/login
2017-09-30 19:10:23.103 +02:00 [Information] Belepes: False
2017-09-30 19:10:23.289 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 19:10:29.206 +02:00 [Information] Path /api/campus/list
2017-09-30 19:11:13.004 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:11:16.201 +02:00 [Information] Path /api/campus/list
2017-09-30 19:11:27.561 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:11:27.761 +02:00 [Information] Path /api/campus/list
2017-09-30 19:11:32.961 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:11:39.220 +02:00 [Information] Path /api/campus/list
2017-09-30 19:11:53.709 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:11:53.947 +02:00 [Information] Path /api/campus/list
2017-09-30 19:14:27.987 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:14:28.339 +02:00 [Information] Path /api/campus/list
2017-09-30 19:14:33.078 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:22:27.959 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 19:22:49.188 +02:00 [Information] Path /currentparticipants
2017-09-30 19:25:03.822 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:25:59.414 +02:00 [Information] Path /api/user/logout
2017-09-30 19:25:59.930 +02:00 [Information] Kilepes: True
2017-09-30 19:26:00.006 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 19:26:08.438 +02:00 [Information] Path /api/user/login
2017-09-30 19:26:10.244 +02:00 [Information] Belepes: False
2017-09-30 19:26:10.331 +02:00 [Information] Path /api/xsrftoken/get
2017-09-30 19:26:22.950 +02:00 [Information] Path /api/campus/list
2017-09-30 19:26:33.263 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:26:34.573 +02:00 [Information] Path /api/campus/list
2017-09-30 19:26:41.315 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:26:44.979 +02:00 [Information] Path /api/campus/list
2017-09-30 19:26:53.218 +02:00 [Information] Path /api/campus/edit
2017-09-30 19:26:53.537 +02:00 [Information] Path /api/campus/list
2017-09-30 19:26:57.024 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:27:03.956 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:27:09.918 +02:00 [Information] Path /api/campus/list
2017-09-30 19:27:16.020 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:27:17.690 +02:00 [Information] Path /api/campus/list
2017-09-30 19:28:10.711 +02:00 [Information] Path /api/project/add
2017-09-30 19:28:11.732 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:28:25.162 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:28:29.778 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:34:21.466 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-09-30 19:36:38.582 +02:00 [Information] Path /projects
2017-09-30 19:37:06.528 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:37:38.716 +02:00 [Information] Path /api/campus/list
2017-09-30 19:37:42.745 +02:00 [Information] Path /api/campus/current/participations
2017-09-30 19:37:45.424 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:37:49.959 +02:00 [Information] Path /api/campus/list
2017-09-30 19:38:17.108 +02:00 [Information] Path /api/project/add
2017-09-30 19:38:19.124 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:40:50.827 +02:00 [Information] Path /projects
2017-09-30 19:41:02.087 +02:00 [Information] Path /api/project/current/list
2017-09-30 19:46:12.082 +02:00 [Information] Path /projects
2017-09-30 19:46:22.348 +02:00 [Information] Path /api/project/current/list
