2017-11-09 00:13:53.760 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 13:50:04.596 +01:00 [Information] Path /api/user/list
2017-11-09 13:50:05.143 +01:00 [Information] Supporting role True
2017-11-09 13:50:09.989 +01:00 [Information] Path /api/campus/list
2017-11-09 13:50:19.951 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:51:51.671 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:52:05.847 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:53:30.345 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:53:45.550 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:55:53.679 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:56:08.490 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:56:45.197 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:56:55.250 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:58:04.212 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:58:23.002 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 14:00:35.157 +01:00 [Information] Path /projectmeetings/list
2017-11-09 14:00:59.929 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 14:02:19.252 +01:00 [Information] Path /projectmeetings/list
2017-11-09 14:02:38.453 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 14:04:40.928 +01:00 [Information] Path /projectmeetings/list
2017-11-09 14:04:57.634 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 17:45:00.936 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 17:48:19.253 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 17:49:37.972 +01:00 [Information] Path /
2017-11-09 17:49:38.204 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yFy-GSA4tqmOA8CDUHZC1wBxMYPozaRIhFmHeWRnPn2MXYhQKoSNPfaGkrMzBM6yzckvmJND8Gqvla_r6cXzHci6NejQpWM2E-kkRo4il153whSEbtRQ1G4EyxFsF3BuOfvpg3UwwjuRAiZ70W1mn43vCTTuboxTXlP09zKonmU9A
2017-11-09 17:52:40.403 +01:00 [Information] Path /api/user/logout
2017-11-09 17:52:41.070 +01:00 [Information] Kilepes: True
2017-11-09 17:52:41.187 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 17:53:04.933 +01:00 [Information] Path /api/user/login
2017-11-09 17:53:07.537 +01:00 [Information] Belepes: False
2017-11-09 17:53:07.863 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 17:53:44.090 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 17:53:57.207 +01:00 [Information] Path /api/user/logout
2017-11-09 17:53:57.473 +01:00 [Information] Kilepes: True
2017-11-09 17:53:57.572 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 17:54:06.270 +01:00 [Information] Path /api/user/login
2017-11-09 17:54:06.841 +01:00 [Information] Belepes: False
2017-11-09 17:54:06.875 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 17:54:32.099 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 17:55:56.874 +01:00 [Information] Path /projectmeetings/list
2017-11-09 17:56:11.082 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:03:03.849 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:03:44.476 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:23:43.874 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:24:04.309 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:27:11.206 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:27:54.009 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:39:39.721 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:40:35.002 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:45:37.650 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:46:02.803 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:49:23.000 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:49:34.495 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:50:08.270 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:51:47.389 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:52:01.416 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:52:56.885 +01:00 [Information] Path /projectmeetings/list
2017-11-09 18:53:04.456 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 18:55:53.628 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:05:03.374 +01:00 [Information] Path /api/campus/current
2017-11-09 19:05:06.909 +01:00 [Information] Path /api/project/current/active/list
2017-11-09 19:05:10.898 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 19:05:17.931 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-11-09 19:05:31.884 +01:00 [Information] Path /api/user/logout
2017-11-09 19:05:32.004 +01:00 [Information] Kilepes: True
2017-11-09 19:05:32.136 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 19:07:30.951 +01:00 [Information] Path /api/user/login
2017-11-09 19:07:31.300 +01:00 [Information] Belepes: False
2017-11-09 19:07:31.352 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 19:07:36.108 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:07:55.321 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:12:36.472 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:12:49.518 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:13:59.184 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:22:17.952 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 19:23:10.855 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:25:17.319 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:27:23.824 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:28:48.312 +01:00 [Information] Path /api/campus/list
2017-11-09 19:29:49.142 +01:00 [Information] Path /api/campus/add
2017-11-09 19:29:50.283 +01:00 [Information] Inaktív 0
2017-11-09 19:29:50.331 +01:00 [Information] Inaktív Start 2017.11.09. 18:29:13
2017-11-09 19:29:50.336 +01:00 [Information] Inaktív End 2017.11.10. 23:00:00
2017-11-09 19:29:50.395 +01:00 [Information] Aktív, de még nem indult el 1
2017-11-09 19:29:50.397 +01:00 [Information] Elindult 2
2017-11-09 19:29:50.400 +01:00 [Information] Elindult Start 2017.11.18. 23:00:00
2017-11-09 19:29:50.406 +01:00 [Information] Elindult End 2017.11.25. 23:00:00
2017-11-09 19:29:50.748 +01:00 [Information] Path /api/campus/list
2017-11-09 19:35:52.112 +01:00 [Information] Path /campus
2017-11-09 19:36:22.383 +01:00 [Information] Path /api/campus/list
2017-11-09 19:36:26.272 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:36:56.269 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:37:10.624 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 19:37:25.288 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:38:11.592 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 19:38:12.425 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:40:39.334 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:40:57.637 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:44:18.211 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:44:31.662 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:45:34.513 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:45:47.275 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:48:42.800 +01:00 [Information] Path /projectmeetings/list
2017-11-09 19:48:54.748 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 19:50:19.788 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-09 19:50:23.142 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 19:50:28.634 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
