2017-10-07 00:05:03.953 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 00:08:47.353 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 00:12:07.294 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 14:04:03.833 +02:00 [Information] Path /
2017-10-07 14:04:03.882 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yGs_rXfzmvZQ_CGZPmytkIVpPkO7phWnVNjtxcteOlePhbfyDXUDOpiSW9mni9NjrEf7DDyyh5juI8cVXjjXpAYajzo7H9RGwngcgNBl9yvShmYLnx5uTt-QaaX9vjRwVzdaUT7PpD3Aw_ra6UZNNJnlj3unnQQErKBClxmng91wQ
2017-10-07 14:13:03.077 +02:00 [Information] Path /
2017-10-07 14:13:03.098 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yF83lMk94P2W2fBMPVbOasweGZBuaxzb41KXP4iuqYtEIa0-OtErG0KnCIM6S5sGybegazw7oZ5LeupuGRvC6aSJc2XgIDNi4YTK2hIbxIKrAuo2EizJpgMNAnnNv-ukfOr-nA2OTJJJJZBJhZrozBxjyHpFjjeUuwRWRsdBQP0CQ
2017-10-07 14:23:43.279 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:23:48.425 +02:00 [Information] Path /api/campus/list
2017-10-07 14:23:49.602 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:24:37.057 +02:00 [Information] Path /api/campus/list
2017-10-07 14:24:37.892 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:24:38.221 +02:00 [Information] Path /api/campus/list
2017-10-07 14:24:39.006 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:24:41.467 +02:00 [Information] Path /api/campus/list
2017-10-07 14:24:41.714 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:25:02.250 +02:00 [Information] Path /api/campus/list
2017-10-07 14:25:02.512 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:25:09.149 +02:00 [Information] Path /api/campus/list
2017-10-07 14:25:17.972 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:25:20.000 +02:00 [Information] Path /api/campus/list
2017-10-07 14:25:20.376 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:26:41.359 +02:00 [Information] Path /projects
2017-10-07 14:26:51.981 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:28:56.585 +02:00 [Information] Path /api/campus/list
2017-10-07 14:28:57.147 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:29:17.926 +02:00 [Information] Path /api/campus/list
2017-10-07 14:29:18.686 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:29:39.857 +02:00 [Information] Path /api/campus/list
2017-10-07 14:29:40.168 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:30:11.842 +02:00 [Information] Path /api/project/add
2017-10-07 14:30:14.044 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:30:19.096 +02:00 [Information] Path /api/campus/list
2017-10-07 14:30:27.064 +02:00 [Information] Path /api/campus/edit
2017-10-07 14:30:28.535 +02:00 [Information] Path /api/campus/list
2017-10-07 14:30:32.537 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:43:09.721 +02:00 [Information] Path /projects
2017-10-07 14:43:20.948 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:43:26.226 +02:00 [Information] Path /api/campus/list
2017-10-07 14:43:54.275 +02:00 [Information] Path /api/campus/edit
2017-10-07 14:43:54.828 +02:00 [Information] Path /api/campus/list
2017-10-07 14:44:09.939 +02:00 [Information] Path /api/project/current/list
2017-10-07 14:44:13.277 +02:00 [Information] Path /api/campus/list
2017-10-07 14:44:13.956 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:45:09.695 +02:00 [Information] Path /api/campus/list
2017-10-07 14:45:10.202 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:54:22.010 +02:00 [Information] Path /api/campus/list
2017-10-07 14:54:22.439 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 14:57:45.241 +02:00 [Information] Path /api/campus/list
2017-10-07 14:57:46.015 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:27:17.535 +02:00 [Information] Path /projects
2017-10-07 15:27:30.619 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:28:15.317 +02:00 [Information] Path /api/campus/list
2017-10-07 15:28:15.791 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:31:49.731 +02:00 [Information] Path /api/campus/list
2017-10-07 15:31:50.097 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:31:58.801 +02:00 [Information] Path /projects
2017-10-07 15:32:09.329 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:33:19.177 +02:00 [Information] Path /api/campus/current/participations
2017-10-07 15:33:25.079 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:38:44.811 +02:00 [Information] Path /api/campus/list
2017-10-07 15:38:45.685 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:38:54.707 +02:00 [Information] Path /api/campus/list
2017-10-07 15:38:55.353 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:38:59.000 +02:00 [Information] Path /projects
2017-10-07 15:39:15.419 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:39:26.429 +02:00 [Information] Path /api/campus/list
2017-10-07 15:39:27.030 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:39:50.316 +02:00 [Information] Path /api/campus/list
2017-10-07 15:39:50.724 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:47:23.634 +02:00 [Information] Path /projects
2017-10-07 15:47:51.219 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:49:35.110 +02:00 [Information] Path /api/campus/list
2017-10-07 15:49:35.755 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:51:36.436 +02:00 [Information] Path /api/project/add
2017-10-07 15:51:37.036 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:54:58.378 +02:00 [Information] Path /projects
2017-10-07 15:55:11.810 +02:00 [Information] Path /api/project/current/list
2017-10-07 15:56:25.369 +02:00 [Information] Path /api/campus/list
2017-10-07 15:56:25.804 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 15:59:44.327 +02:00 [Information] Path /api/project/add
2017-10-07 15:59:45.777 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:05:20.989 +02:00 [Information] Path /api/campus/list
2017-10-07 16:05:23.218 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:05:27.905 +02:00 [Information] Path /api/campus/list
2017-10-07 16:05:30.302 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:05:34.492 +02:00 [Information] Path /projects
2017-10-07 16:05:44.672 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:06:03.320 +02:00 [Information] Path /api/campus/list
2017-10-07 16:06:03.564 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:07:47.264 +02:00 [Information] Path /api/project/add
2017-10-07 16:07:47.810 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:07:59.174 +02:00 [Information] Path /api/campus/list
2017-10-07 16:07:59.490 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:08:21.590 +02:00 [Information] Path /api/campus/list
2017-10-07 16:08:22.130 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:08:24.533 +02:00 [Information] Path /projects
2017-10-07 16:08:30.577 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:08:37.254 +02:00 [Information] Path /api/campus/list
2017-10-07 16:08:37.881 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:09:26.533 +02:00 [Information] Path /api/project/add
2017-10-07 16:09:26.943 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:17:31.005 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 16:20:34.928 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 16:34:16.504 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-07 16:41:23.698 +02:00 [Information] Path /projects
2017-10-07 16:42:07.178 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:51:40.666 +02:00 [Information] Path /api/campus/list
2017-10-07 16:51:43.015 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:51:52.840 +02:00 [Information] Path /api/campus/list
2017-10-07 16:51:53.310 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:51:56.058 +02:00 [Information] Path /api/campus/list
2017-10-07 16:51:56.307 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:53:19.004 +02:00 [Information] Path /api/project/add
2017-10-07 16:53:22.841 +02:00 [Information] Path /api/project/current/list
2017-10-07 16:53:37.599 +02:00 [Information] Path /api/campus/list
2017-10-07 16:53:38.040 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 16:53:46.999 +02:00 [Information] Path /api/campus/list
2017-10-07 16:53:47.406 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:12:44.247 +02:00 [Information] Path /api/campus/list
2017-10-07 17:12:44.595 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:12:57.697 +02:00 [Information] Path /api/campus/list
2017-10-07 17:12:58.450 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:20:51.950 +02:00 [Information] Path /projects
2017-10-07 17:21:03.243 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:22:39.212 +02:00 [Information] Path /projects
2017-10-07 17:22:47.964 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:24:27.521 +02:00 [Information] Path /projects
2017-10-07 17:24:35.482 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:25:02.401 +02:00 [Information] Path /api/campus/list
2017-10-07 17:25:02.927 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:26:23.537 +02:00 [Information] Path /api/project/add
2017-10-07 17:26:24.100 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:26:43.126 +02:00 [Information] Path /api/campus/list
2017-10-07 17:26:43.760 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:27:27.869 +02:00 [Information] Path /api/campus/list
2017-10-07 17:27:28.335 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:33:01.676 +02:00 [Information] Path /projects
2017-10-07 17:33:13.518 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:33:16.740 +02:00 [Information] Path /api/campus/list
2017-10-07 17:33:17.207 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:33:59.140 +02:00 [Information] Path /api/project/add
2017-10-07 17:33:59.834 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:34:04.267 +02:00 [Information] Path /api/campus/list
2017-10-07 17:34:04.756 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:34:17.828 +02:00 [Information] Path /api/campus/list
2017-10-07 17:34:18.472 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:52:02.947 +02:00 [Information] Path /projects
2017-10-07 17:52:26.758 +02:00 [Information] Path /api/project/current/list
2017-10-07 17:53:03.140 +02:00 [Information] Path /api/campus/list
2017-10-07 17:53:03.782 +02:00 [Information] Path /api/project/continuable/list
2017-10-07 17:54:03.278 +02:00 [Information] Path /api/campus/list
2017-10-07 17:54:03.662 +02:00 [Information] Path /api/project/continuable/list
