2017-10-21 09:27:09.973 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 15:53:04.479 +02:00 [Information] Path /api/campus/current
2017-10-21 15:53:07.065 +02:00 [Information] Path /api/campus/apply
2017-10-21 15:53:26.745 +02:00 [Information] Path /api/campus/apply
2017-10-21 15:54:07.534 +02:00 [Information] Path /api/campus/current/participations
2017-10-21 15:54:12.682 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 15:54:12.941 +02:00 [Information] Path /Account/AccessDenied
2017-10-21 15:54:31.444 +02:00 [Information] Path /api/project/current/list
2017-10-21 15:54:31.700 +02:00 [Information] Path /Account/AccessDenied
2017-10-21 15:54:59.973 +02:00 [Information] Path /api/campus/current/participations
2017-10-21 15:55:04.059 +02:00 [Information] Path /api/project/current/list
2017-10-21 15:55:04.454 +02:00 [Information] Path /Account/AccessDenied
2017-10-21 15:55:11.408 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 15:55:11.696 +02:00 [Information] Path /Account/AccessDenied
2017-10-21 15:55:18.653 +02:00 [Information] Path /api/user/logout
2017-10-21 15:55:18.899 +02:00 [Information] Kilepes: True
2017-10-21 15:55:19.000 +02:00 [Information] Path /api/xsrftoken/get
2017-10-21 15:55:32.462 +02:00 [Information] Path /api/user/login
2017-10-21 15:55:32.976 +02:00 [Information] Belepes: False
2017-10-21 15:55:33.047 +02:00 [Information] Path /api/xsrftoken/get
2017-10-21 15:55:36.415 +02:00 [Information] Path /api/user/list
2017-10-21 15:55:36.464 +02:00 [Information] Supporting role True
2017-10-21 15:55:40.325 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 15:55:55.172 +02:00 [Information] Path /api/project/subscribe
2017-10-21 15:55:58.616 +02:00 [Information] Path /api/project/current/list
2017-10-21 15:55:59.077 +02:00 [Information] Path /Account/AccessDenied
2017-10-21 15:56:00.462 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 16:38:57.974 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 16:39:06.345 +02:00 [Information] Path /subscribe
2017-10-21 16:40:07.262 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 17:14:14.962 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 18:09:42.027 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 18:15:05.320 +02:00 [Information] Path /subscribe
2017-10-21 18:22:46.045 +02:00 [Information] Path /
2017-10-21 18:22:46.257 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yGa6b1nC9Hia7MWYtbFCvD5h-McBk5cHyVs8JWqN0QJMLJlKayo7kUDUgA09c1oW6QDT-bgf5bjYwUlzHT4ZDA13ATVEVoxKx9pSpcBq_a20XzDwzdLnoDXhVov3pthTGBiMzPzKUQmIQnxjgH6MuahgQq6N4i8JbPs1-65tlDG-Q
2017-10-21 18:44:14.502 +02:00 [Information] Path /
2017-10-21 18:44:14.784 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEEolqKfjMUtPvu8n2z-J490L1zU1Uh1rMwapIof327S6f2yCyilaMpG2IFhV0BObSXIQjuqkUL7jyeFCZf2kynyyCPtnZ4-WMGWhRTjG-04OjWlcCpiTvjnb3bg-tmGZmv_VJNRBMwAI_4VGL0JsWsrXbkpO3d6YBtAp3BdgrBRw
2017-10-21 18:44:42.248 +02:00 [Information] Path /
2017-10-21 18:44:42.273 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yHpiL5XhN-D4XdEzIOa5XbvH8f97M3_-PH8sPHvhq6GgaYpP5SYq_phhkYG2OF6m-EKsliySYXWpDa608VW7RzIVwMBSX9LUxoI8mf7-RuWNor_ioKxORBcJrv0TMnkvUDIwBn12QX18mNuzvxiiy80wpHZOHSxrcGWXQOh9AndkA
2017-10-21 18:44:58.283 +02:00 [Information] Path /
2017-10-21 18:44:58.415 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yE30YCvPLfUsLI2YdKcLCk-QIJrgW0RH9a-6kiY7bMxxYCXdjRsF2kOC1Bs6lnvuxS6q1q7IlwjFwip2T3e_qwAzEJfEdIt2OP7QPvK4i-5Wc8kHukbGYAtdjFnk0EhYxk9EhvpQPDkO2SvXYtHwSNVvEdiig_ByHXP-SHnVXbRYw
2017-10-21 18:46:52.810 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 19:03:35.055 +02:00 [Information] Path /
2017-10-21 19:03:35.085 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yFeA3sohr6U5tvsy5lm1EnPTQQedl5F4mtdTOEBEXiEOCwQ5UD5DTUTtx1XRIT-w0Qfkx9tu_Pbk0p0qhBcVSIADbQjY0beuDTMp8BycNUdQOQ116aj5B85LIZsFYKkp67x6aZSX7fJhTefdkMFK73pFHTl_aZsVO_-iuWhT7UzOA
2017-10-21 19:14:33.403 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 19:18:21.931 +02:00 [Information] Path /
2017-10-21 19:18:21.953 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yFFpdGec9DovWKHXUrreZ7zkBgoWOhdXukBr9bpbj6rKpm2XRI0Ee4PibaTiO8BAozpR8ivffgCrAVhjkNIgd-kayaK9LuqRHDFwKZ102Yg0V8LD7--qyNmHtzGWAxy_K5LntDe_JGqgaVWNtcs1Ou6KFsvv0o-dDS_OFYR_NWCAA
2017-10-21 19:33:40.030 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 19:35:02.817 +02:00 [Information] Path /
2017-10-21 19:35:02.860 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yHD7ysR7DeT-6TkOaHJVCNpRJWmbk3NLyL16xwEvQJlUgvCQjWMxr6LCiT0re_AK5JZ2LVOfkTV-MtB0ycqLpISUc0RTok_0Ta3BX1WXF2umlM0bMHZkQsxR0VzgwFoLMlFTO2tuARQ745eUx1YUPWFZZzbFMTR8RQjVFCIs1eKUg
2017-10-21 19:36:43.262 +02:00 [Information] Path /
2017-10-21 19:36:43.474 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yG5CQhiGtqlgdPEUmKrHOnGHljyeSVdnFAd354iSHEECfTeVjTxKLFKxQYXYcMRDj8xh4B-M5Ot8HOKsdTkz6I4FsEcmd40YwH3jCjxsGRPQwxwzri44TaSSweI_PaMqHkNE3SXzoK9EHBLQoq-PUfKxETXQvPSDAaqLJXhiwvHOw
2017-10-21 19:54:53.896 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-21 20:15:41.572 +02:00 [Information] Path /
2017-10-21 20:15:41.603 +02:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yFvYq4RveEb_8j-rpJpNZ1g5RkveeT_C1JR_aThyykmZC_vKS0SOmKOkBVFTIHJOpsZeldi5hDXnnPzNPGNQXj01iBpkssOI1MGj8y3EIgIz7MaSKGSCdW7vvDaV7UNc8_mBwM1rCgavk77iMe19b9nDD1wtfDbpp_6Gkvx15dqkg
2017-10-21 20:16:32.400 +02:00 [Information] Path /api/user/logout
2017-10-21 20:16:33.412 +02:00 [Information] Kilepes: True
2017-10-21 20:16:33.686 +02:00 [Information] Path /api/xsrftoken/get
2017-10-21 20:16:44.438 +02:00 [Information] Path /api/user/login
2017-10-21 20:16:48.501 +02:00 [Information] Belepes: False
2017-10-21 20:16:48.947 +02:00 [Information] Path /api/xsrftoken/get
2017-10-21 20:16:53.435 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 20:17:26.245 +02:00 [Information] Path /api/project/current/list
2017-10-21 20:17:28.638 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 20:22:37.931 +02:00 [Information] Path /subscribe
2017-10-21 20:22:51.631 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 20:25:12.062 +02:00 [Information] Path /subscribe
2017-10-21 20:25:23.973 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 20:25:29.720 +02:00 [Information] Path /subscribe
2017-10-21 20:25:35.438 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 20:43:38.221 +02:00 [Information] Path /subscribe
2017-10-21 20:43:50.687 +02:00 [Information] Path /api/project/current/active/list
2017-10-21 21:50:40.416 +02:00 [Information] Path /subscribe
2017-10-21 21:50:51.375 +02:00 [Information] Path /api/project/current/active/list
