2017-12-02 12:15:02.935 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-12-02 13:22:35.408 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-02 13:25:00.052 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:25:23.984 +01:00 [Information] Path /api/user/logout
2017-12-02 13:25:24.227 +01:00 [Information] Kilepes: True
2017-12-02 13:25:24.391 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:27:15.765 +01:00 [Information] Path /api/user/login
2017-12-02 13:27:16.902 +01:00 [Information] Belepes: False
2017-12-02 13:27:16.937 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:27:23.085 +01:00 [Information] Path /api/project/subscriber/list
2017-12-02 13:27:28.486 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:27:42.285 +01:00 [Information] Path /api/user/list
2017-12-02 13:27:42.547 +01:00 [Information] Supporting role True
2017-12-02 13:28:31.450 +01:00 [Information] Path /api/user/add
2017-12-02 13:28:34.636 +01:00 [Information] Path /api/user/list
2017-12-02 13:28:34.645 +01:00 [Information] Supporting role True
2017-12-02 13:28:42.341 +01:00 [Information] Path /api/campus/current
2017-12-02 13:28:56.114 +01:00 [Information] Path /api/user/logout
2017-12-02 13:28:56.306 +01:00 [Information] Kilepes: True
2017-12-02 13:28:56.382 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:29:08.103 +01:00 [Information] Path /api/user/login
2017-12-02 13:29:08.540 +01:00 [Information] Belepes: False
2017-12-02 13:29:08.640 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:29:52.779 +01:00 [Information] Path /api/campus/current
2017-12-02 13:29:55.016 +01:00 [Information] Path /api/campus/apply
2017-12-02 13:29:55.159 +01:00 [Information] Path /api/campus/apply
2017-12-02 13:30:12.180 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:30:24.800 +01:00 [Information] Path /api/project/subscribe
2017-12-02 13:30:26.226 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:30:35.747 +01:00 [Information] Path /api/project/unsubscribe
2017-12-02 13:30:36.657 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:30:51.620 +01:00 [Information] Path /api/user/logout
2017-12-02 13:30:51.774 +01:00 [Information] Kilepes: True
2017-12-02 13:30:51.942 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:30:57.529 +01:00 [Information] Path /api/user/login
2017-12-02 13:30:58.094 +01:00 [Information] Belepes: False
2017-12-02 13:30:58.134 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:31:03.729 +01:00 [Information] Path /api/campus/current/participations
2017-12-02 13:31:40.180 +01:00 [Information] Path /api/campus/changeCampusParticipation
2017-12-02 13:31:40.876 +01:00 [Information] Tanulo
2017-12-02 13:31:40.909 +01:00 [Information] Tanulobol Mentor
2017-12-02 13:31:50.421 +01:00 [Information] Path /api/campus/current
2017-12-02 13:31:53.212 +01:00 [Information] Path /api/campus/current/participations
2017-12-02 13:32:03.637 +01:00 [Information] Path /api/project/subscriber/list
2017-12-02 13:32:18.156 +01:00 [Information] Path /api/user/logout
2017-12-02 13:32:18.184 +01:00 [Information] Kilepes: True
2017-12-02 13:32:18.389 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:32:25.598 +01:00 [Information] Path /api/user/login
2017-12-02 13:32:26.081 +01:00 [Information] Belepes: False
2017-12-02 13:32:26.139 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:33:31.949 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:33:39.862 +01:00 [Information] Path /api/project/subscribe
2017-12-02 13:33:40.705 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 13:33:51.121 +01:00 [Information] Path /api/project/subscriber/list
2017-12-02 13:34:01.774 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-12-02 13:34:10.648 +01:00 [Information] Path /api/user/logout
2017-12-02 13:34:10.673 +01:00 [Information] Kilepes: True
2017-12-02 13:34:10.904 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 13:34:18.344 +01:00 [Information] Path /api/user/login
2017-12-02 13:34:18.943 +01:00 [Information] Belepes: False
2017-12-02 13:34:18.997 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 15:46:04.242 +01:00 [Information] Path /login
2017-12-02 23:10:36.292 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-12-02 23:14:04.071 +01:00 [Information] Path /
2017-12-02 23:14:04.299 +01:00 [Information] New Token CfDJ8IrF9M25U-tEjTLd1rxV3vjp1evNuY6HAS84mCx1GD4IdfI2KzGQJO6fBpQY8tMVaXbxNacgVYSn0PEwB11ktfMsfLw--XE73IZnGPOX25JQJ1c7Ifd4J5f1WfBAnyAE84PR-jp5R6J3-_IgQbhQyeKBOGB-fCOROpdUwXPWDlxJfpvgCRenz6gq66FHi3Jg_Q
2017-12-02 23:20:22.430 +01:00 [Information] Path /api/user/logout
2017-12-02 23:20:22.835 +01:00 [Information] Kilepes: True
2017-12-02 23:20:23.618 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 23:20:40.376 +01:00 [Information] Path /api/user/login
2017-12-02 23:20:42.600 +01:00 [Information] Belepes: False
2017-12-02 23:20:42.760 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 23:20:50.774 +01:00 [Information] Path /api/project/subscriber/list
2017-12-02 23:21:01.938 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-12-02 23:21:12.412 +01:00 [Information] Path /api/project/current/active/list
2017-12-02 23:21:17.118 +01:00 [Information] Path /api/project/subscriber/list
2017-12-02 23:21:42.047 +01:00 [Information] Path /api/user/logout
2017-12-02 23:21:42.233 +01:00 [Information] Kilepes: True
2017-12-02 23:21:42.316 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 23:22:00.217 +01:00 [Information] Path /api/user/login
2017-12-02 23:22:00.583 +01:00 [Information] Belepes: False
2017-12-02 23:22:00.646 +01:00 [Information] Path /api/xsrftoken/get
2017-12-02 23:22:34.268 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-02 23:22:55.459 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/bac517c7-ad5b-4137-9e0b-eb81c195dbf2
2017-12-02 23:23:12.393 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-02 23:23:15.557 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
