2017-11-10 13:28:41.419 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-10 15:36:58.751 +01:00 [Information] Path /api/campus/list
2017-11-10 15:42:26.805 +01:00 [Information] Path /api/user/list
2017-11-10 15:42:27.738 +01:00 [Information] Supporting role True
2017-11-10 15:43:21.366 +01:00 [Information] Path /api/user/logout
2017-11-10 15:43:21.386 +01:00 [Information] Kilepes: True
2017-11-10 15:43:21.440 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:43:32.154 +01:00 [Information] Path /api/user/login
2017-11-10 15:43:32.649 +01:00 [Information] Belepes: False
2017-11-10 15:43:32.715 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:43:36.049 +01:00 [Information] Path /api/campus/list
2017-11-10 15:43:51.917 +01:00 [Information] Path /api/campus/current
2017-11-10 15:44:00.972 +01:00 [Information] Path /api/campus/apply
2017-11-10 15:44:16.271 +01:00 [Information] Path /api/user/logout
2017-11-10 15:44:16.294 +01:00 [Information] Kilepes: True
2017-11-10 15:44:16.367 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:44:23.479 +01:00 [Information] Path /api/user/login
2017-11-10 15:44:23.786 +01:00 [Information] Belepes: False
2017-11-10 15:44:23.838 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:44:26.918 +01:00 [Information] Path /api/campus/current/participations
2017-11-10 15:44:54.635 +01:00 [Information] Path /api/campus/changeCampusParticipation
2017-11-10 15:44:55.476 +01:00 [Information] Tanulo
2017-11-10 15:44:55.483 +01:00 [Information] Tanulobol Mentor
2017-11-10 15:45:08.538 +01:00 [Information] Path /api/campus/current
2017-11-10 15:45:10.659 +01:00 [Information] Path /api/campus/current/participations
2017-11-10 15:45:21.403 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:45:31.174 +01:00 [Information] Path /api/project/current/active/list
2017-11-10 15:45:56.474 +01:00 [Information] Path /api/project/subscribe
2017-11-10 15:45:57.541 +01:00 [Information] Path /Account/AccessDenied
2017-11-10 15:46:07.580 +01:00 [Information] Path /api/user/logout
2017-11-10 15:46:07.724 +01:00 [Information] Kilepes: True
2017-11-10 15:46:07.768 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:46:17.835 +01:00 [Information] Path /api/user/login
2017-11-10 15:46:19.725 +01:00 [Information] Belepes: False
2017-11-10 15:46:20.146 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:46:50.816 +01:00 [Information] Path /api/project/current/active/list
2017-11-10 15:47:00.806 +01:00 [Information] Path /api/project/subscribe
2017-11-10 15:47:14.463 +01:00 [Information] Path /api/campus/current
2017-11-10 15:47:17.886 +01:00 [Information] Path /api/project/current/active/list
2017-11-10 15:47:35.288 +01:00 [Information] Path /api/project/subscriber/list
2017-11-10 15:48:02.916 +01:00 [Information] Path /api/user/logout
2017-11-10 15:48:02.945 +01:00 [Information] Kilepes: True
2017-11-10 15:48:03.033 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:48:10.323 +01:00 [Information] Path /api/user/login
2017-11-10 15:48:10.737 +01:00 [Information] Belepes: False
2017-11-10 15:48:10.801 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:48:13.748 +01:00 [Information] Path /api/project/subscriber/list
2017-11-10 15:48:23.175 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-10 15:48:33.091 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-10 15:48:58.308 +01:00 [Information] Path /api/project/current/active/list
2017-11-10 15:50:39.395 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:50:44.270 +01:00 [Information] Path /api/campus/list
2017-11-10 15:50:44.992 +01:00 [Information] Path /api/project/continuable/list
2017-11-10 15:50:56.576 +01:00 [Information] Path /api/campus/list
2017-11-10 15:50:57.410 +01:00 [Information] Path /api/project/continuable/list
2017-11-10 15:50:58.006 +01:00 [Information] Path /api/campus/list
2017-11-10 15:50:58.824 +01:00 [Information] Path /api/project/continuable/list
2017-11-10 15:51:01.381 +01:00 [Information] Path /api/user/logout
2017-11-10 15:51:01.602 +01:00 [Information] Kilepes: True
2017-11-10 15:51:01.631 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:51:11.363 +01:00 [Information] Path /api/user/login
2017-11-10 15:51:11.722 +01:00 [Information] Belepes: False
2017-11-10 15:51:11.761 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:51:14.291 +01:00 [Information] Path /api/campus/list
2017-11-10 15:51:26.425 +01:00 [Information] Path /api/campus/edit
2017-11-10 15:51:26.837 +01:00 [Information] Path /api/campus/list
2017-11-10 15:51:33.269 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:51:37.085 +01:00 [Information] Path /api/campus/list
2017-11-10 15:51:37.567 +01:00 [Information] Path /api/project/continuable/list
2017-11-10 15:52:07.561 +01:00 [Information] Path /api/project/add
2017-11-10 15:52:08.293 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:52:16.190 +01:00 [Information] Path /api/campus/list
2017-11-10 15:52:26.206 +01:00 [Information] Path /api/campus/edit
2017-11-10 15:52:26.597 +01:00 [Information] Path /api/campus/list
2017-11-10 15:52:31.741 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:52:36.246 +01:00 [Information] Path /api/campus/list
2017-11-10 15:52:36.992 +01:00 [Information] Path /api/project/continuable/list
2017-11-10 15:53:08.992 +01:00 [Information] Path /api/project/add
2017-11-10 15:53:09.356 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:53:18.290 +01:00 [Information] Path /api/campus/current/participations
2017-11-10 15:53:20.608 +01:00 [Information] Path /api/project/current/list
2017-11-10 15:53:40.704 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 15:53:40.992 +01:00 [Information] Path /Account/AccessDenied
2017-11-10 15:53:51.618 +01:00 [Information] Path /api/project/subscriber/list
2017-11-10 15:53:57.605 +01:00 [Information] Path /api/user/logout
2017-11-10 15:53:57.611 +01:00 [Information] Kilepes: True
2017-11-10 15:53:57.681 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:54:07.235 +01:00 [Information] Path /api/user/login
2017-11-10 15:54:07.647 +01:00 [Information] Belepes: False
2017-11-10 15:54:07.692 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 15:54:11.450 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 15:54:44.143 +01:00 [Information] Path /api/projectdetails/projectmeetings/add
2017-11-10 15:54:48.994 +01:00 [Information] Path /api/project/subscriber/list
2017-11-10 15:54:50.576 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 19:40:34.205 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-10 19:57:28.450 +01:00 [Information] Path /
2017-11-10 19:57:28.522 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yGEGuxow54KcnCLKqzhJ-FFScskU4gwH47DPwfASpf2cqu6PhipNbXeEVbZJ1W50tmDo7ulu3hCG0VxtIueaQp5zF5a_V_E_Rs7V1ahF9_cTdM3cyBzlKcfNpxECjcyOudj7F1Bxry9H_S6yXYCkoPJQCYrBOf7-GDg931-NjOXnQ
2017-11-10 20:05:33.734 +01:00 [Information] Path /api/user/logout
2017-11-10 20:05:34.188 +01:00 [Information] Kilepes: True
2017-11-10 20:05:38.740 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 20:05:49.279 +01:00 [Information] Path /api/user/login
2017-11-10 20:05:51.835 +01:00 [Information] Belepes: False
2017-11-10 20:05:51.971 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 20:06:01.241 +01:00 [Information] Path /api/user/logout
2017-11-10 20:06:01.605 +01:00 [Information] Kilepes: True
2017-11-10 20:06:01.703 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 20:06:12.742 +01:00 [Information] Path /api/user/login
2017-11-10 20:06:13.282 +01:00 [Information] Belepes: False
2017-11-10 20:06:13.353 +01:00 [Information] Path /api/xsrftoken/get
2017-11-10 20:06:23.350 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 20:29:23.081 +01:00 [Information] Path /projectmeetings/details/02677902-a8ea-4b10-b0e0-d2af28e25eb6
2017-11-10 20:29:59.367 +01:00 [Information] Path /projectmeetings/list
2017-11-10 20:30:09.741 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 20:36:50.599 +01:00 [Information] Path /projectmeetings/details/02677902-a8ea-4b10-b0e0-d2af28e25eb6
2017-11-10 20:38:42.787 +01:00 [Information] Path /projectmeetings/details/02677
2017-11-10 20:40:39.377 +01:00 [Information] Path /projectmeetings/details/02677
2017-11-10 20:40:49.425 +01:00 [Information] Path /projectmeetings/list
2017-11-10 20:40:56.466 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 20:41:51.464 +01:00 [Information] Path /projectmeetings/details/02677902-a8ea-4b10-b0e0-d2af28e25eb6
2017-11-10 20:42:14.382 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-10 20:46:43.336 +01:00 [Information] Path /projectmeetings/details/02677902-a8ea-4b10-b0e0-d2af28e25eb6
2017-11-10 20:46:56.183 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/02677902-a8ea-4b10-b0e0-d2af28e25eb6
