2018-03-29 14:26:29.543 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2018-03-29 14:30:43.497 +02:00 [Information] Belepes: False
2018-03-29 14:30:43.515 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:30:53.311 +02:00 [Information] Path /api/campus/current
2018-03-29 14:30:56.503 +02:00 [Information] Path /api/campus/current/participations
2018-03-29 14:31:01.162 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:31:04.405 +02:00 [Information] Path /api/campus/current
2018-03-29 14:31:06.929 +02:00 [Information] Path /api/campus/apply
2018-03-29 14:31:22.334 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:31:22.871 +02:00 [Information] Path /api/campus/current/participations
2018-03-29 14:31:38.595 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:31:43.476 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:31:45.115 +02:00 [Information] Path /api/project/subscribe
2018-03-29 14:31:45.245 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:32:04.643 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:32:13.575 +02:00 [Information] Path /api/user/logout
2018-03-29 14:32:13.578 +02:00 [Information] Kilepes: True
2018-03-29 14:32:13.587 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:32:20.485 +02:00 [Information] Path /api/user/login
2018-03-29 14:32:20.513 +02:00 [Information] Belepes: False
2018-03-29 14:32:20.528 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:32:23.010 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:32:25.813 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:32:31.957 +02:00 [Information] Path /api/projectdetails/teammembers/add
2018-03-29 14:32:32.189 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:32:43.168 +02:00 [Information] Path /api/user/logout
2018-03-29 14:32:43.171 +02:00 [Information] Kilepes: True
2018-03-29 14:32:43.177 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:32:46.996 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:32:52.625 +02:00 [Information] Path /api/user/login
2018-03-29 14:32:52.659 +02:00 [Information] Belepes: False
2018-03-29 14:32:52.674 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:33:00.378 +02:00 [Information] Path /api/user/list
2018-03-29 14:33:00.380 +02:00 [Information] Supporting role True
2018-03-29 14:33:08.135 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:33:28.260 +02:00 [Information] Path /api/user/add
2018-03-29 14:33:28.263 +02:00 [Information] Hozzaadas: True
2018-03-29 14:33:28.320 +02:00 [Information] Path /api/user/list
2018-03-29 14:33:28.323 +02:00 [Information] Supporting role True
2018-03-29 14:33:29.328 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:33:32.618 +02:00 [Information] Path /api/user/logout
2018-03-29 14:33:32.622 +02:00 [Information] Kilepes: True
2018-03-29 14:33:32.628 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:33:40.982 +02:00 [Information] Path /api/user/login
2018-03-29 14:33:41.009 +02:00 [Information] Belepes: False
2018-03-29 14:33:41.024 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:33:45.720 +02:00 [Information] Path /api/campus/current
2018-03-29 14:33:48.554 +02:00 [Information] Path /api/campus/apply
2018-03-29 14:33:50.470 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:33:53.186 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:33:56.127 +02:00 [Information] Path /api/project/subscribe
2018-03-29 14:33:56.151 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:34:00.242 +02:00 [Information] Path /api/project/unsubscribe
2018-03-29 14:34:00.298 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:34:04.036 +02:00 [Information] Path /api/user/logout
2018-03-29 14:34:04.039 +02:00 [Information] Kilepes: True
2018-03-29 14:34:04.045 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:34:10.132 +02:00 [Information] Path /api/user/login
2018-03-29 14:34:10.161 +02:00 [Information] Belepes: False
2018-03-29 14:34:10.176 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:34:11.620 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:34:16.068 +02:00 [Information] Path /api/user/list
2018-03-29 14:34:16.071 +02:00 [Information] Supporting role True
2018-03-29 14:34:19.314 +02:00 [Information] Path /api/campus/current/participations
2018-03-29 14:34:32.807 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:34:46.333 +02:00 [Information] Path /api/campus/changeCampusParticipation
2018-03-29 14:34:46.401 +02:00 [Information] Tanulo
2018-03-29 14:34:46.404 +02:00 [Information] Tanulobol Mentor
2018-03-29 14:34:46.499 +02:00 [Information] Path /api/campus/current/participations
2018-03-29 14:34:53.028 +02:00 [Information] Path /api/user/logout
2018-03-29 14:34:53.031 +02:00 [Information] Kilepes: True
2018-03-29 14:34:53.038 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:34:53.920 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:34:58.765 +02:00 [Information] Path /api/user/login
2018-03-29 14:34:58.793 +02:00 [Information] Belepes: False
2018-03-29 14:34:58.808 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:35:02.906 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:35:03.020 +02:00 [Information] Path /Home/Error
2018-03-29 14:35:09.350 +02:00 [Information] Path /api/user/logout
2018-03-29 14:35:09.353 +02:00 [Information] Kilepes: True
2018-03-29 14:35:09.359 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:35:15.068 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:35:16.400 +02:00 [Information] Path /api/user/login
2018-03-29 14:35:16.432 +02:00 [Information] Belepes: False
2018-03-29 14:35:16.444 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:35:19.271 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:35:21.482 +02:00 [Information] Path /api/project/subscribe
2018-03-29 14:35:21.562 +02:00 [Information] Path /api/project/current/active/list
2018-03-29 14:35:27.333 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:35:36.233 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:35:57.372 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:35:59.372 +02:00 [Information] Path /api/projectdetails/projectmeetings/add
2018-03-29 14:36:01.959 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:36:04.231 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:36:15.847 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:36:18.516 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:36:27.250 +02:00 [Information] Path /api/user/logout
2018-03-29 14:36:27.253 +02:00 [Information] Kilepes: True
2018-03-29 14:36:27.260 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:36:35.216 +02:00 [Information] Path /api/user/login
2018-03-29 14:36:35.244 +02:00 [Information] Belepes: False
2018-03-29 14:36:35.258 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:36:37.270 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:36:39.700 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:36:52.643 +02:00 [Information] Path /api/projectdetails/projectleaders/add
2018-03-29 14:36:52.786 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:37:00.889 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:37:01.854 +02:00 [Information] Path /api/user/logout
2018-03-29 14:37:01.857 +02:00 [Information] Kilepes: True
2018-03-29 14:37:01.865 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:37:08.987 +02:00 [Information] Path /api/user/login
2018-03-29 14:37:09.018 +02:00 [Information] Belepes: False
2018-03-29 14:37:09.032 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:37:12.671 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:37:22.028 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:37:34.659 +02:00 [Information] Path /api/projectdetails/projectmeetings/add
2018-03-29 14:37:36.841 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:37:38.383 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:37:43.183 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:37:44.270 +02:00 [Information] Path /api/projectdetails/projectmeetings/details/4dec34ef-c7e5-4642-bb8f-121044067ca7
2018-03-29 14:37:52.100 +02:00 [Information] Path /api/projectdetails/projectmeetings/participations/save
2018-03-29 14:38:04.326 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:38:12.298 +02:00 [Information] Path /api/projectdetails/projectmeetings/ratings/save
2018-03-29 14:38:15.629 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:38:25.473 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:38:33.870 +02:00 [Information] Path /api/projectdetails/projectmeetings/add
2018-03-29 14:38:35.510 +02:00 [Information] Path /api/project/subscriber/list
2018-03-29 14:38:36.689 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:38:39.561 +02:00 [Information] Path /api/projectdetails/projectmeetings/details/f55b6aad-6105-490c-9c4e-08b9bc0713c3
2018-03-29 14:38:42.124 +02:00 [Information] Path /api/projectdetails/projectmeetings/list
2018-03-29 14:38:44.470 +02:00 [Information] Path /api/projectdetails/projectmeetings/details/4dec34ef-c7e5-4642-bb8f-121044067ca7
2018-03-29 14:38:46.636 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:38:56.751 +02:00 [Information] Path /api/user/logout
2018-03-29 14:38:56.754 +02:00 [Information] Kilepes: True
2018-03-29 14:38:56.760 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:39:07.066 +02:00 [Information] Path /api/user/login
2018-03-29 14:39:07.095 +02:00 [Information] Belepes: False
2018-03-29 14:39:07.110 +02:00 [Information] Path /api/xsrftoken/get
2018-03-29 14:39:07.781 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:39:12.927 +02:00 [Information] Path /api/user/list
2018-03-29 14:39:12.930 +02:00 [Information] Supporting role True
2018-03-29 14:39:18.458 +02:00 [Information] Path /api/report/user
2018-03-29 14:39:29.472 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:39:50.702 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:40:11.884 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:40:33.084 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:40:54.293 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:41:15.423 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:41:36.554 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:41:57.765 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:42:18.978 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:42:40.151 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:42:58.371 +02:00 [Information] Path /api/report/user
2018-03-29 14:43:01.462 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:43:21.577 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:43:42.765 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:44:03.984 +02:00 [Information] Path /dist/__webpack_hmr
2018-03-29 14:44:25.206 +02:00 [Information] Path /dist/__webpack_hmr
