2017-10-20 20:58:16.871 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-20 21:18:49.539 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:19:03.148 +02:00 [Information] Path /api/user/login
2017-10-20 21:19:03.562 +02:00 [Information] Belepes: False
2017-10-20 21:19:03.623 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:19:08.296 +02:00 [Information] Path /api/campus/current
2017-10-20 21:19:13.435 +02:00 [Information] Path /api/user/logout
2017-10-20 21:19:13.590 +02:00 [Information] Kilepes: True
2017-10-20 21:19:13.651 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:19:20.934 +02:00 [Information] Path /api/user/login
2017-10-20 21:19:21.252 +02:00 [Information] Belepes: False
2017-10-20 21:19:21.317 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:19:24.303 +02:00 [Information] Path /api/user/list
2017-10-20 21:19:24.313 +02:00 [Information] Supporting role True
2017-10-20 21:23:29.013 +02:00 [Information] Path /api/campus/list
2017-10-20 21:24:07.251 +02:00 [Information] Path /api/campus/edit
2017-10-20 21:24:08.072 +02:00 [Information] Path /api/campus/list
2017-10-20 21:24:14.123 +02:00 [Information] Path /api/user/logout
2017-10-20 21:24:14.164 +02:00 [Information] Kilepes: True
2017-10-20 21:24:14.273 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:24:26.875 +02:00 [Information] Path /api/user/login
2017-10-20 21:24:27.272 +02:00 [Information] Belepes: False
2017-10-20 21:24:27.312 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:30:43.913 +02:00 [Information] Path /api/campus/current
2017-10-20 21:31:02.519 +02:00 [Information] Path /api/campus/current/participations
2017-10-20 21:31:05.989 +02:00 [Information] Path /api/campus/list
2017-10-20 21:31:16.685 +02:00 [Information] Path /api/campus/current
2017-10-20 21:31:22.503 +02:00 [Information] Path /api/campus/current
2017-10-20 21:31:33.083 +02:00 [Information] Path /api/campus/apply
2017-10-20 21:32:07.126 +02:00 [Information] Path /api/user/logout
2017-10-20 21:32:07.236 +02:00 [Information] Kilepes: True
2017-10-20 21:32:07.288 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:32:22.004 +02:00 [Information] Path /api/user/login
2017-10-20 21:32:22.401 +02:00 [Information] Belepes: False
2017-10-20 21:32:22.529 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:32:24.421 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 21:32:26.235 +02:00 [Information] Path /api/project/current/list
2017-10-20 21:32:31.823 +02:00 [Information] Path /api/campus/current/participations
2017-10-20 21:33:30.162 +02:00 [Information] Path /api/user/logout
2017-10-20 21:33:30.277 +02:00 [Information] Kilepes: True
2017-10-20 21:33:30.332 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:33:40.935 +02:00 [Information] Path /api/user/login
2017-10-20 21:33:41.426 +02:00 [Information] Belepes: False
2017-10-20 21:33:41.459 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 21:33:43.328 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 21:33:50.711 +02:00 [Information] Path /api/project/subscribe
2017-10-20 21:35:33.927 +02:00 [Information] Path /api/project/subscribe
2017-10-20 21:36:40.930 +02:00 [Information] Path /api/project/current/list
2017-10-20 21:36:41.220 +02:00 [Information] Path /Account/AccessDenied
2017-10-20 21:36:49.011 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 21:58:30.406 +02:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-10-20 22:05:01.309 +02:00 [Information] Path /subscribe
2017-10-20 22:06:37.917 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 22:19:44.461 +02:00 [Information] Path /subscribe
2017-10-20 22:19:53.702 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 22:28:18.960 +02:00 [Information] Path /api/user/logout
2017-10-20 22:28:19.379 +02:00 [Information] Kilepes: True
2017-10-20 22:28:19.431 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 22:28:31.053 +02:00 [Information] Path /api/user/login
2017-10-20 22:28:38.221 +02:00 [Information] Belepes: False
2017-10-20 22:28:38.693 +02:00 [Information] Path /api/xsrftoken/get
2017-10-20 22:50:15.471 +02:00 [Information] Path /api/campus/current
2017-10-20 22:50:21.325 +02:00 [Information] Path /api/project/current/list
2017-10-20 22:50:21.563 +02:00 [Information] Path /Account/AccessDenied
2017-10-20 22:55:41.814 +02:00 [Information] Path /api/project/current/active/list
2017-10-20 22:55:46.050 +02:00 [Information] Path /api/project/subscribe
2017-10-20 22:56:07.743 +02:00 [Information] Path /api/project/subscribe
